x	y	r	phi
-0.8200	0.0006	0.8200	3.1408
-0.8200	0.0040	0.8200	3.1367
-0.8200	0.0073	0.8200	3.1327
-0.8199	0.0107	0.8200	3.1286
-0.8199	0.0141	0.8200	3.1244
-0.8198	0.0174	0.8200	3.1204
-0.8197	0.0208	0.8200	3.1163
-0.8196	0.0241	0.8200	3.1122
-0.8175	0.0281	0.8180	3.1073
-0.8174	0.0314	0.8180	3.1031
-0.8193	0.0340	0.8200	3.1002
-0.8191	0.0373	0.8200	3.0961
-0.8190	0.0406	0.8200	3.0920
-0.8188	0.0440	0.8200	3.0879
-0.8166	0.0481	0.8180	3.0827
-0.8164	0.0515	0.8180	3.0786
-0.8162	0.0548	0.8180	3.0746
-0.8180	0.0574	0.8200	3.0715
-0.8177	0.0607	0.8200	3.0675
-0.8175	0.0641	0.8200	3.0634
-0.8172	0.0675	0.8200	3.0592
-0.8169	0.0707	0.8200	3.0552
-0.8166	0.0741	0.8200	3.0511
-0.8163	0.0775	0.8200	3.0470
-0.8160	0.0808	0.8200	3.0429
-0.8157	0.0841	0.8200	3.0388
-0.8153	0.0875	0.8200	3.0347
-0.8150	0.0908	0.8200	3.0307
-0.8146	0.0941	0.8200	3.0265
-0.8142	0.0975	0.8200	3.0224
-0.8138	0.1008	0.8200	3.0184
-0.8134	0.1041	0.8200	3.0143
-0.8129	0.1075	0.8200	3.0101
-0.8145	0.1110	0.8220	3.0061
-0.8120	0.1141	0.8200	3.0020
-0.8115	0.1174	0.8200	2.9979
-0.8130	0.1210	0.8220	2.9939
-0.8125	0.1244	0.8220	2.9897
-0.8120	0.1277	0.8220	2.9856
-0.8115	0.1310	0.8220	2.9816
-0.8129	0.1346	0.8240	2.9775
-0.8104	0.1377	0.8220	2.9733
-0.8098	0.1409	0.8220	2.9693
-0.8112	0.1446	0.8240	2.9652
-0.8106	0.1480	0.8240	2.9611
-0.8100	0.1512	0.8240	2.9570
-0.8094	0.1546	0.8240	2.9529
-0.8107	0.1583	0.8260	2.9488
-0.8101	0.1615	0.8260	2.9448
-0.8094	0.1649	0.8260	2.9406
-0.8087	0.1682	0.8260	2.9365
-0.8100	0.1719	0.8280	2.9325
-0.8092	0.1752	0.8280	2.9284
-0.8085	0.1785	0.8280	2.9242
-0.8078	0.1818	0.8280	2.9202
-0.8071	0.1849	0.8280	2.9164
-0.8083	0.1887	0.8300	2.9123
-0.8075	0.1919	0.8300	2.9082
-0.8067	0.1953	0.8300	2.9041
-0.8059	0.1986	0.8300	2.9000
-0.8070	0.2023	0.8320	2.8960
-0.8062	0.2056	0.8320	2.8918
-0.8053	0.2090	0.8320	2.8877
-0.8045	0.2122	0.8320	2.8837
-0.8055	0.2160	0.8340	2.8796
-0.8066	0.2199	0.8360	2.8754
-0.8037	0.2226	0.8340	2.8714
-0.8047	0.2264	0.8360	2.8673
-0.8039	0.2295	0.8360	2.8635
-0.8029	0.2328	0.8360	2.8593
-0.8039	0.2366	0.8380	2.8553
-0.8029	0.2400	0.8380	2.8512
-0.8038	0.2438	0.8400	2.8471
-0.8029	0.2468	0.8400	2.8433
-0.8019	0.2502	0.8400	2.8392
-0.8008	0.2535	0.8400	2.8351
-0.8017	0.2573	0.8420	2.8311
-0.8007	0.2606	0.8420	2.8269
-0.8016	0.2643	0.8440	2.8231
-0.8024	0.2681	0.8460	2.8191
-0.8013	0.2715	0.8460	2.8150
-0.8001	0.2748	0.8460	2.8108
-0.8012	0.2778	0.8480	2.8079
-0.8001	0.2811	0.8480	2.8037
-0.7989	0.2843	0.8480	2.7997
-0.7997	0.2880	0.8500	2.7959
-0.7985	0.2913	0.8500	2.7917
-0.7992	0.2953	0.8520	2.7876
-0.7999	0.2992	0.8540	2.7836
-0.7986	0.3025	0.8540	2.7795
-0.7993	0.3063	0.8560	2.7756
-0.7981	0.3095	0.8560	2.7716
-0.7968	0.3128	0.8560	2.7675
-0.7974	0.3168	0.8580	2.7634
-0.7961	0.3200	0.8580	2.7593
-0.7967	0.3238	0.8600	2.7555
-0.7954	0.3271	0.8600	2.7514
-0.7940	0.3304	0.8600	2.7473
-0.7963	0.3351	0.8640	2.7432
-0.7950	0.3384	0.8640	2.7391
-0.7955	0.3423	0.8660	2.7353
-0.7941	0.3455	0.8660	2.7313
-0.7945	0.3495	0.8680	2.7271
-0.7949	0.3536	0.8700	2.7230
-0.7935	0.3568	0.8700	2.7190
-0.7939	0.3607	0.8720	2.7151
-0.7942	0.3648	0.8740	2.7110
-0.7927	0.3681	0.8740	2.7069
-0.7930	0.3721	0.8760	2.7029
-0.7915	0.3754	0.8760	2.6988
-0.7919	0.3793	0.8780	2.6949
-0.7924	0.3827	0.8800	2.6917
-0.7908	0.3860	0.8800	2.6875
-0.7912	0.3898	0.8820	2.6838
-0.7914	0.3940	0.8840	2.6797
-0.7915	0.3981	0.8860	2.6756
-0.7899	0.4013	0.8860	2.6715
-0.7882	0.4046	0.8860	2.6674
-0.7885	0.4085	0.8880	2.6636
-0.7886	0.4126	0.8900	2.6595
-0.7886	0.4168	0.8920	2.6554
-0.7887	0.4210	0.8940	2.6513
-0.7870	0.4241	0.8940	2.6473
-0.7871	0.4281	0.8960	2.6434
-0.7888	0.4333	0.9000	2.6393
-0.7870	0.4365	0.9000	2.6352
-0.7870	0.4407	0.9020	2.6312
-0.7869	0.4449	0.9040	2.6270
-0.7852	0.4479	0.9040	2.6232
-0.7852	0.4521	0.9060	2.6192
-0.7850	0.4563	0.9080	2.6151
-0.7849	0.4606	0.9100	2.6109
-0.7852	0.4639	0.9120	2.6080
-0.7850	0.4682	0.9140	2.6038
-0.7848	0.4723	0.9160	2.5998
-0.7847	0.4764	0.9180	2.5960
-0.7844	0.4807	0.9200	2.5919
-0.7842	0.4850	0.9220	2.5877
-0.7839	0.4892	0.9240	2.5837
-0.7836	0.4935	0.9260	2.5796
-0.7834	0.4975	0.9280	2.5757
-0.7830	0.5018	0.9300	2.5717
-0.7826	0.5061	0.9320	2.5676
-0.7822	0.5104	0.9340	2.5635
-0.7818	0.5146	0.9360	2.5594
-0.7815	0.5187	0.9380	2.5556
-0.7810	0.5231	0.9400	2.5515
-0.7805	0.5274	0.9420	2.5474
-0.7800	0.5317	0.9440	2.5433
-0.7801	0.5352	0.9460	2.5403
-0.7795	0.5395	0.9480	2.5362
-0.7790	0.5438	0.9500	2.5321
-0.7801	0.5491	0.9540	2.5283
-0.7795	0.5534	0.9560	2.5243
-0.7773	0.5566	0.9560	2.5201
-0.7766	0.5610	0.9580	2.5160
-0.7775	0.5664	0.9620	2.5120
-0.7770	0.5706	0.9640	2.5082
-0.7762	0.5750	0.9660	2.5040
-0.7755	0.5793	0.9680	2.5000
-0.7661	0.5917	0.9680	2.4839
-0.7589	0.5912	0.9620	2.4798
-0.7533	0.5919	0.9580	2.4757
-0.7462	0.5912	0.9520	2.4716
-0.7391	0.5905	0.9460	2.4675
-0.7315	0.5903	0.9400	2.4626
-0.7260	0.5908	0.9360	2.4585
-0.7204	0.5913	0.9320	2.4544
-0.7134	0.5903	0.9260	2.4503
-0.7066	0.5892	0.9200	2.4465
-0.7011	0.5895	0.9160	2.4424
-0.6934	0.5893	0.9100	2.4372
-0.6881	0.5893	0.9060	2.4334
-0.6827	0.5895	0.9020	2.4293
-0.6773	0.5897	0.8980	2.4252
-0.6703	0.5885	0.8920	2.4211
-0.6650	0.5885	0.8880	2.4171
-0.6597	0.5884	0.8840	2.4132
-0.6522	0.5878	0.8780	2.4081
-0.6468	0.5878	0.8740	2.4039
-0.6415	0.5877	0.8700	2.3999
-0.6363	0.5875	0.8660	2.3961
-0.6309	0.5873	0.8620	2.3920
-0.6256	0.5872	0.8580	2.3878
-0.6189	0.5856	0.8520	2.3838
-0.6150	0.5868	0.8500	2.3797
-0.6092	0.5870	0.8460	2.3748
-0.6039	0.5867	0.8420	2.3707
-0.5987	0.5863	0.8380	2.3666
-0.5934	0.5860	0.8340	2.3625
-0.5884	0.5854	0.8300	2.3587
-0.5831	0.5850	0.8260	2.3546
-0.5779	0.5845	0.8220	2.3505
-0.5723	0.5845	0.8180	2.3456
-0.5671	0.5840	0.8140	2.3415
-0.5633	0.5849	0.8120	2.3374
-0.5582	0.5842	0.8080	2.3334
-0.5530	0.5836	0.8040	2.3293
-0.5480	0.5828	0.8000	2.3254
-0.5442	0.5836	0.7980	2.3213
-0.5392	0.5829	0.7940	2.3173
-0.5348	0.5842	0.7920	2.3121
-0.5299	0.5833	0.7880	2.3083
-0.5248	0.5825	0.7840	2.3041
-0.5198	0.5816	0.7800	2.3001
-0.5160	0.5822	0.7780	2.2960
-0.5123	0.5829	0.7760	2.2919
-0.5088	0.5833	0.7740	2.2880
-0.5038	0.5823	0.7700	2.2840
-0.4982	0.5819	0.7660	2.2788
-0.4945	0.5824	0.7640	2.2747
-0.4896	0.5812	0.7600	2.2709
-0.4860	0.5817	0.7580	2.2668
-0.4811	0.5806	0.7540	2.2627
-0.4774	0.5810	0.7520	2.2586
-0.4738	0.5814	0.7500	2.2546
-0.4690	0.5801	0.7460	2.2507
-0.4648	0.5810	0.7440	2.2456
-0.4611	0.5813	0.7420	2.2414
-0.4563	0.5801	0.7380	2.2373
-0.4528	0.5802	0.7360	2.2335
-0.4480	0.5789	0.7320	2.2294
-0.4444	0.5791	0.7300	2.2253
-0.4408	0.5794	0.7280	2.2212
-0.4373	0.5795	0.7260	2.2172
-0.4338	0.5796	0.7240	2.2133
-0.4285	0.5786	0.7200	2.2082
-0.4249	0.5788	0.7180	2.2040
-0.4215	0.5788	0.7160	2.2002
-0.4180	0.5789	0.7140	2.1962
-0.4144	0.5790	0.7120	2.1921
-0.4109	0.5790	0.7100	2.1879
-0.4074	0.5790	0.7080	2.1839
-0.4039	0.5791	0.7060	2.1798
-0.4005	0.5790	0.7040	2.1760
-0.3964	0.5794	0.7020	2.1708
-0.3929	0.5793	0.7000	2.1667
-0.3885	0.5775	0.6960	2.1629
