x	y	r	phi
-0.6020	0.0003	0.6020	3.1411
-0.6020	0.0026	0.6020	3.1373
-0.6020	0.0051	0.6020	3.1332
-0.6020	0.0074	0.6020	3.1293
-0.6019	0.0098	0.6020	3.1253
-0.5999	0.0121	0.6000	3.1215
-0.6018	0.0146	0.6020	3.1173
-0.6018	0.0170	0.6020	3.1133
-0.5997	0.0193	0.6000	3.1095
-0.6016	0.0218	0.6020	3.1054
-0.5995	0.0242	0.6000	3.1013
-0.5994	0.0266	0.6000	3.0972
-0.6013	0.0292	0.6020	3.0931
-0.5992	0.0315	0.6000	3.0891
-0.5990	0.0340	0.6000	3.0849
-0.5989	0.0363	0.6000	3.0811
-0.5987	0.0387	0.6000	3.0770
-0.5986	0.0412	0.6000	3.0729
-0.5984	0.0436	0.6000	3.0688
-0.5982	0.0461	0.6000	3.0647
-0.5980	0.0485	0.6000	3.0607
-0.5978	0.0510	0.6000	3.0566
-0.5976	0.0533	0.6000	3.0527
-0.5974	0.0557	0.6000	3.0487
-0.5972	0.0581	0.6000	3.0446
-0.5969	0.0606	0.6000	3.0404
-0.5967	0.0630	0.6000	3.0364
-0.5964	0.0654	0.6000	3.0323
-0.5961	0.0679	0.6000	3.0282
-0.5959	0.0702	0.6000	3.0243
-0.5935	0.0730	0.5980	3.0192
-0.5932	0.0754	0.5980	3.0151
-0.5970	0.0778	0.6020	3.0121
-0.5986	0.0804	0.6040	3.0080
-0.5963	0.0826	0.6020	3.0039
-0.5960	0.0851	0.6020	2.9998
-0.5956	0.0873	0.6020	2.9961
-0.5953	0.0898	0.6020	2.9919
-0.5949	0.0922	0.6020	2.9878
-0.5925	0.0943	0.6000	2.9838
-0.5941	0.0971	0.6020	2.9797
-0.5937	0.0995	0.6020	2.9755
-0.5933	0.1018	0.6020	2.9717
-0.5929	0.1042	0.6020	2.9677
-0.5945	0.1070	0.6040	2.9636
-0.5940	0.1094	0.6040	2.9594
-0.5916	0.1114	0.6020	2.9554
-0.5911	0.1139	0.6020	2.9513
-0.5926	0.1167	0.6040	2.9472
-0.5922	0.1189	0.6040	2.9434
-0.5917	0.1214	0.6040	2.9393
-0.5912	0.1238	0.6040	2.9352
-0.5907	0.1262	0.6040	2.9311
-0.5901	0.1286	0.6040	2.9270
-0.5916	0.1315	0.6060	2.9229
-0.5910	0.1339	0.6060	2.9189
-0.5905	0.1361	0.6060	2.9150
-0.5899	0.1386	0.6060	2.9109
-0.5894	0.1410	0.6060	2.9068
-0.5888	0.1434	0.6060	2.9028
-0.5901	0.1463	0.6080	2.8986
-0.5895	0.1487	0.6080	2.8945
-0.5889	0.1511	0.6080	2.8905
-0.5884	0.1533	0.6080	2.8867
-0.5877	0.1557	0.6080	2.8825
-0.5871	0.1581	0.6080	2.8785
-0.5884	0.1611	0.6100	2.8744
-0.5877	0.1635	0.6100	2.8703
-0.5870	0.1658	0.6100	2.8662
-0.5863	0.1683	0.6100	2.8621
-0.5857	0.1705	0.6100	2.8583
-0.5869	0.1735	0.6120	2.8542
-0.5862	0.1759	0.6120	2.8501
-0.5855	0.1783	0.6120	2.8460
-0.5847	0.1807	0.6120	2.8419
-0.5859	0.1836	0.6140	2.8379
-0.5851	0.1860	0.6140	2.8337
-0.5844	0.1883	0.6140	2.8299
-0.5857	0.1908	0.6160	2.8266
-0.5850	0.1931	0.6160	2.8228
-0.5842	0.1954	0.6160	2.8188
-0.5834	0.1978	0.6160	2.8147
-0.5844	0.2009	0.6180	2.8105
-0.5836	0.2032	0.6180	2.8065
-0.5828	0.2056	0.6180	2.8024
-0.5838	0.2087	0.6200	2.7983
-0.5830	0.2109	0.6200	2.7945
-0.5822	0.2133	0.6200	2.7904
-0.5831	0.2164	0.6220	2.7863
-0.5823	0.2187	0.6220	2.7823
