x	y	r	phi
-0.7380	0.0068	0.7380	3.1324
-0.7339	0.0098	0.7340	3.1283
-0.7319	0.0129	0.7320	3.1240
-0.7278	0.0158	0.7280	3.1198
-0.7258	0.0190	0.7260	3.1154
-0.7237	0.0219	0.7240	3.1114
-0.7215	0.0257	0.7220	3.1059
-0.7194	0.0286	0.7200	3.1018
-0.7173	0.0317	0.7180	3.0975
-0.7152	0.0345	0.7160	3.0934
-0.7110	0.0374	0.7120	3.0891
-0.7088	0.0404	0.7100	3.0846
-0.7067	0.0432	0.7080	3.0805
-0.7045	0.0461	0.7060	3.0762
-0.7023	0.0489	0.7040	3.0721
-0.7021	0.0518	0.7040	3.0680
-0.6978	0.0551	0.7000	3.0628
-0.6956	0.0578	0.6980	3.0588
-0.6934	0.0604	0.6960	3.0546
-0.6911	0.0631	0.6940	3.0505
-0.6889	0.0657	0.6920	3.0465
-0.6886	0.0686	0.6920	3.0424
-0.6863	0.0712	0.6900	3.0382
-0.6820	0.0735	0.6860	3.0342
-0.6798	0.0761	0.6840	3.0301
-0.6774	0.0792	0.6820	3.0252
-0.6771	0.0820	0.6820	3.0211
-0.6727	0.0842	0.6780	3.0171
-0.6704	0.0867	0.6760	3.0129
-0.6681	0.0892	0.6740	3.0088
-0.6677	0.0919	0.6740	3.0048
-0.6653	0.0944	0.6720	3.0007
-0.6630	0.0968	0.6700	2.9965
-0.6606	0.0992	0.6680	2.9925
-0.6582	0.1016	0.6660	2.9884
-0.6557	0.1047	0.6640	2.9832
-0.6533	0.1071	0.6620	2.9791
-0.6528	0.1097	0.6620	2.9751
-0.6504	0.1121	0.6600	2.9709
-0.6480	0.1144	0.6580	2.9668
-0.6455	0.1167	0.6560	2.9628
-0.6431	0.1190	0.6540	2.9587
-0.6426	0.1216	0.6540	2.9545
-0.6401	0.1238	0.6520	2.9505
-0.6377	0.1261	0.6500	2.9464
-0.6352	0.1283	0.6480	2.9423
-0.6325	0.1312	0.6460	2.9371
-0.6320	0.1338	0.6460	2.9330
-0.6295	0.1359	0.6440	2.9289
-0.6289	0.1385	0.6440	2.9248
-0.6264	0.1407	0.6420	2.9207
-0.6239	0.1427	0.6400	2.9167
-0.6213	0.1449	0.6380	2.9126
-0.6188	0.1470	0.6360	2.9084
-0.6182	0.1494	0.6360	2.9044
-0.6156	0.1515	0.6340	2.9003
-0.6131	0.1536	0.6320	2.8962
-0.6124	0.1560	0.6320	2.8921
-0.6097	0.1585	0.6300	2.8872
-0.6071	0.1605	0.6280	2.8831
-0.6065	0.1630	0.6280	2.8790
-0.6039	0.1649	0.6260	2.8750
-0.6013	0.1669	0.6240	2.8708
-0.6006	0.1694	0.6240	2.8667
-0.5980	0.1712	0.6220	2.8627
-0.5973	0.1737	0.6220	2.8586
-0.5946	0.1756	0.6200	2.8545
-0.5939	0.1780	0.6200	2.8504
-0.5913	0.1798	0.6180	2.8463
-0.5886	0.1817	0.6160	2.8422
-0.5879	0.1841	0.6160	2.8382
-0.5850	0.1865	0.6140	2.8330
-0.5823	0.1883	0.6120	2.8289
-0.5815	0.1907	0.6120	2.8247
-0.5808	0.1930	0.6120	2.8207
-0.5781	0.1948	0.6100	2.8166
-0.5754	0.1965	0.6080	2.8125
-0.5746	0.1988	0.6080	2.8084
