x	y	r	phi
-0.7526	0.6463	0.9920	2.4320
-0.7419	0.6434	0.9820	2.4271
-0.7319	0.6397	0.9720	2.4233
-0.7233	0.6373	0.9640	2.4193
-0.7133	0.6335	0.9540	2.4154
-0.7048	0.6310	0.9460	2.4113
-0.6943	0.6278	0.9360	2.4064
-0.6859	0.6251	0.9280	2.4026
-0.6775	0.6225	0.9200	2.3985
-0.6693	0.6196	0.9120	2.3947
-0.6588	0.6161	0.9020	2.3898
-0.6505	0.6132	0.8940	2.3857
-0.6438	0.6116	0.8880	2.3819
-0.6336	0.6078	0.8780	2.3770
-0.6268	0.6062	0.8720	2.3729
-0.6202	0.6044	0.8660	2.3690
-0.6120	0.6013	0.8580	2.3650
-0.6055	0.5994	0.8520	2.3612
-0.5982	0.5982	0.8460	2.3562
-0.5902	0.5949	0.8380	2.3522
-0.5837	0.5929	0.8320	2.3483
-0.5772	0.5909	0.8260	2.3445
-0.5706	0.5889	0.8200	2.3405
-0.5635	0.5874	0.8140	2.3355
-0.5571	0.5852	0.8080	2.3317
-0.5493	0.5816	0.8000	2.3276
-0.5443	0.5808	0.7960	2.3238
-0.5374	0.5791	0.7900	2.3189
-0.5309	0.5769	0.7840	2.3148
-0.5247	0.5745	0.7780	2.3109
-0.5183	0.5721	0.7720	2.3069
-0.5128	0.5717	0.7680	2.3019
-0.5067	0.5691	0.7620	2.2982
-0.5017	0.5682	0.7580	2.2941
-0.4955	0.5656	0.7520	2.2902
-0.4906	0.5647	0.7480	2.2861
-0.4839	0.5625	0.7420	2.2812
-0.4791	0.5613	0.7380	2.2774
-0.4743	0.5602	0.7340	2.2734
-0.4683	0.5574	0.7280	2.2695
-0.4634	0.5563	0.7240	2.2654
-0.4581	0.5554	0.7200	2.2605
-0.4522	0.5525	0.7140	2.2567
-0.4475	0.5512	0.7100	2.2527
-0.4428	0.5498	0.7060	2.2488
-0.4377	0.5489	0.7020	2.2439
-0.4329	0.5475	0.6980	2.2398
-0.4283	0.5460	0.6940	2.2360
-0.4236	0.5447	0.6900	2.2318
-0.4191	0.5431	0.6860	2.2281
-0.4140	0.5420	0.6820	2.2231
-0.4094	0.5404	0.6780	2.2191
-0.4049	0.5388	0.6740	2.2153
-0.4003	0.5373	0.6700	2.2111
-0.3959	0.5356	0.6660	2.2073
-0.3921	0.5359	0.6640	2.2024
-0.3875	0.5342	0.6600	2.1984
-0.3830	0.5326	0.6560	2.1943
-0.3785	0.5309	0.6520	2.1901
-0.3752	0.5308	0.6500	2.1861
-0.3701	0.5294	0.6460	2.1809
-0.3657	0.5277	0.6420	2.1768
-0.3624	0.5275	0.6400	2.1727
-0.3580	0.5257	0.6360	2.1687
-0.3536	0.5238	0.6320	2.1645
-0.3499	0.5239	0.6300	2.1597
-0.3455	0.5220	0.6260	2.1555
-0.3423	0.5217	0.6240	2.1514
-0.3380	0.5198	0.6200	2.1474
-0.3348	0.5195	0.6180	2.1433
-0.3299	0.5178	0.6140	2.1381
-0.3267	0.5175	0.6120	2.1340
-0.3225	0.5154	0.6080	2.1299
-0.3193	0.5150	0.6060	2.1258
-0.3162	0.5146	0.6040	2.1217
-0.3120	0.5125	0.6000	2.1177
-0.3084	0.5123	0.5980	2.1127
-0.3053	0.5119	0.5960	2.1086
-0.3012	0.5097	0.5920	2.1045
-0.2981	0.5092	0.5900	2.1004
-0.2950	0.5086	0.5880	2.0964
-0.2904	0.5067	0.5840	2.0912
-0.2873	0.5061	0.5820	2.0871
-0.2842	0.5056	0.5800	2.0830
-0.2812	0.5050	0.5780	2.0789
-0.2772	0.5026	0.5740	2.0748
-0.2742	0.5020	0.5720	2.0707
-0.2708	0.5016	0.5700	2.0658
-0.2678	0.5009	0.5680	2.0617
-0.2648	0.5002	0.5660	2.0576
-0.2618	0.4996	0.5640	2.0535
-0.2588	0.4989	0.5620	2.0494
-0.2544	0.4966	0.5580	2.0442
-0.2515	0.4959	0.5560	2.0402
-0.2486	0.4951	0.5540	2.0361
-0.2456	0.4943	0.5520	2.0319
-0.2428	0.4935	0.5500	2.0279
-0.2398	0.4927	0.5480	2.0238
-0.2366	0.4921	0.5460	2.0189
-0.2345	0.4931	0.5460	2.0148
-0.2317	0.4922	0.5440	2.0108
-0.2280	0.4895	0.5400	2.0066
-0.2251	0.4886	0.5380	2.0025
-0.2223	0.4877	0.5360	1.9985
-0.2190	0.4870	0.5340	1.9933
-0.2161	0.4861	0.5320	1.9892
-0.2133	0.4852	0.5300	1.9851
-0.2106	0.4842	0.5280	1.9810
-0.2086	0.4851	0.5280	1.9769
-0.2058	0.4841	0.5260	1.9728
-0.2031	0.4830	0.5240	1.9688
-0.1999	0.4822	0.5220	1.9638
-0.1972	0.4812	0.5200	1.9598
-0.1945	0.4801	0.5180	1.9556
-0.1917	0.4791	0.5160	1.9515
-0.1891	0.4780	0.5140	1.9475
-0.1871	0.4787	0.5140	1.9434
-0.1839	0.4778	0.5120	1.9382
-0.1812	0.4767	0.5100	1.9341
-0.1789	0.4765	0.5090	1.9300
-0.1763	0.4754	0.5070	1.9259
-0.1740	0.4751	0.5060	1.9218
-0.1714	0.4740	0.5040	1.9178
-0.1688	0.4728	0.5020	1.9136
-0.1658	0.4717	0.5000	1.9088
-0.1632	0.4705	0.4980	1.9046
-0.1606	0.4693	0.4960	1.9005
-0.1581	0.4680	0.4940	1.8965
-0.1558	0.4677	0.4930	1.8924
-0.1539	0.4684	0.4930	1.8882
-0.1508	0.4673	0.4910	1.8831
-0.1484	0.4660	0.4890	1.8790
-0.1461	0.4656	0.4880	1.8749
-0.1436	0.4643	0.4860	1.8708
-0.1412	0.4630	0.4840	1.8668
-0.1390	0.4626	0.4830	1.8626
-0.1364	0.4623	0.4820	1.8577
-0.1345	0.4629	0.4820	1.8536
-0.1321	0.4615	0.4800	1.8496
-0.1297	0.4601	0.4780	1.8455
-0.1275	0.4596	0.4770	1.8414
-0.1254	0.4592	0.4760	1.8373
-0.1232	0.4587	0.4750	1.8332
-0.1208	0.4573	0.4730	1.8291
-0.1182	0.4570	0.4720	1.8239
-0.1161	0.4565	0.4710	1.8198
-0.1140	0.4560	0.4700	1.8158
-0.1119	0.4555	0.4690	1.8116
-0.1095	0.4540	0.4670	1.8075
-0.1075	0.4534	0.4660	1.8035
-0.1054	0.4529	0.4650	1.7994
-0.1033	0.4524	0.4640	1.7952
-0.1008	0.4519	0.4630	1.7903
-0.0988	0.4513	0.4620	1.7863
-0.0967	0.4507	0.4610	1.7822
-0.0947	0.4502	0.4600	1.7781
-0.0927	0.4496	0.4590	1.7740
-0.0906	0.4489	0.4580	1.7699
-0.0886	0.4483	0.4570	1.7658
-0.0866	0.4477	0.4560	1.7618
-0.0841	0.4472	0.4550	1.7566
-0.0820	0.4465	0.4540	1.7525
-0.0800	0.4459	0.4530	1.7484
-0.0780	0.4452	0.4520	1.7443
-0.0759	0.4436	0.4500	1.7402
-0.0739	0.4429	0.4490	1.7361
-0.0719	0.4422	0.4480	1.7321
-0.0695	0.4416	0.4470	1.7269
-0.0675	0.4409	0.4460	1.7228
-0.0657	0.4411	0.4460	1.7186
-0.0638	0.4404	0.4450	1.7146
-0.0618	0.4397	0.4440	1.7105
-0.0599	0.4389	0.4430	1.7064
-0.0580	0.4382	0.4420	1.7023
-0.0560	0.4374	0.4410	1.6982
-0.0542	0.4377	0.4410	1.6941
-0.0524	0.4369	0.4400	1.6901
-0.0501	0.4361	0.4390	1.6851
-0.0482	0.4353	0.4380	1.6811
-0.0463	0.4345	0.4370	1.6769
-0.0444	0.4337	0.4360	1.6728
-0.0427	0.4339	0.4360	1.6688
-0.0408	0.4331	0.4350	1.6647
-0.0390	0.4332	0.4350	1.6605
-0.0372	0.4324	0.4340	1.6565
-0.0353	0.4316	0.4330	1.6524
-0.0335	0.4317	0.4330	1.6483
-0.0311	0.4299	0.4310	1.6431
-0.0294	0.4300	0.4310	1.6391
-0.0276	0.4291	0.4300	1.6349
-0.0258	0.4292	0.4300	1.6308
-0.0241	0.4293	0.4300	1.6268
-0.0223	0.4294	0.4300	1.6227
-0.0205	0.4295	0.4300	1.6185
-0.0187	0.4286	0.4290	1.6145
-0.0169	0.4257	0.4260	1.6104
-0.0146	0.4227	0.4230	1.6052
-0.0128	0.4218	0.4220	1.6011
-0.0111	0.4219	0.4220	1.5971
-0.0093	0.4219	0.4220	1.5929
-0.0076	0.4229	0.4230	1.5888
-0.0064	0.4240	0.4240	1.5858
-0.0042	0.4230	0.4230	1.5807
-0.0024	0.4220	0.4220	1.5765
-0.0007	0.4210	0.4210	1.5725
0.0010	0.4200	0.4200	1.5684
0.0027	0.4200	0.4200	1.5643
0.0044	0.4190	0.4190	1.5603
0.0061	0.4180	0.4180	1.5561
0.0079	0.4179	0.4180	1.5520
