x	y	r	phi
-0.7533	0.6547	0.9980	2.4261
-0.7430	0.6512	0.9880	2.4220
-0.7338	0.6495	0.9800	2.4171
-0.7252	0.6472	0.9720	2.4130
-0.7168	0.6446	0.9640	2.4091
-0.7067	0.6408	0.9540	2.4051
-0.6984	0.6381	0.9460	2.4013
-0.6908	0.6375	0.9400	2.3964
-0.6823	0.6348	0.9320	2.3922
-0.6741	0.6320	0.9240	2.3884
-0.6656	0.6293	0.9160	2.3843
-0.6582	0.6284	0.9100	2.3794
-0.6500	0.6253	0.9020	2.3756
-0.6432	0.6238	0.8960	2.3715
-0.6351	0.6206	0.8880	2.3677
-0.6283	0.6190	0.8820	2.3636
-0.6195	0.6165	0.8740	2.3587
-0.6129	0.6146	0.8680	2.3549
-0.6062	0.6128	0.8620	2.3508
-0.5983	0.6094	0.8540	2.3470
-0.5916	0.6076	0.8480	2.3429
-0.5844	0.6061	0.8420	2.3380
-0.5780	0.6040	0.8360	2.3341
-0.5713	0.6021	0.8300	2.3300
-0.5650	0.5998	0.8240	2.3263
-0.5579	0.5982	0.8180	2.3213
-0.5514	0.5961	0.8120	2.3173
-0.5464	0.5952	0.8080	2.3134
-0.5399	0.5931	0.8020	2.3093
-0.5335	0.5908	0.7960	2.3053
-0.5279	0.5904	0.7920	2.3003
-0.5215	0.5881	0.7860	2.2963
-0.5164	0.5872	0.7820	2.2922
-0.5102	0.5847	0.7760	2.2883
-0.5053	0.5837	0.7720	2.2843
-0.4983	0.5817	0.7660	2.2791
-0.4935	0.5806	0.7620	2.2753
-0.4885	0.5796	0.7580	2.2712
-0.4823	0.5770	0.7520	2.2670
-0.4774	0.5758	0.7480	2.2630
-0.4720	0.5751	0.7440	2.2580
-0.4671	0.5739	0.7400	2.2540
-0.4624	0.5726	0.7360	2.2502
-0.4563	0.5698	0.7300	2.2460
-0.4515	0.5685	0.7260	2.2420
-0.4462	0.5676	0.7220	2.2370
-0.4415	0.5662	0.7180	2.2330
-0.4367	0.5649	0.7140	2.2289
-0.4319	0.5635	0.7100	2.2248
-0.4274	0.5619	0.7060	2.2210
-0.4221	0.5610	0.7020	2.2158
-0.4174	0.5595	0.6980	2.2117
-0.4128	0.5579	0.6940	2.2079
-0.4093	0.5579	0.6920	2.2038
-0.4047	0.5564	0.6880	2.1997
-0.4001	0.5548	0.6840	2.1956
-0.3951	0.5535	0.6800	2.1907
-0.3916	0.5535	0.6780	2.1866
-0.3871	0.5518	0.6740	2.1826
-0.3827	0.5500	0.6700	2.1787
-0.3793	0.5499	0.6680	2.1746
-0.3743	0.5484	0.6640	2.1697
-0.3698	0.5467	0.6600	2.1656
-0.3665	0.5465	0.6580	2.1616
-0.3620	0.5447	0.6540	2.1574
-0.3576	0.5428	0.6500	2.1533
-0.3544	0.5425	0.6480	2.1495
-0.3505	0.5426	0.6460	2.1443
-0.3474	0.5423	0.6440	2.1406
-0.3430	0.5403	0.6400	2.1365
-0.3387	0.5383	0.6360	2.1323
-0.3344	0.5363	0.6320	2.1283
-0.3306	0.5363	0.6300	2.1233
-0.3274	0.5359	0.6280	2.1193
-0.3242	0.5355	0.6260	2.1152
-0.3201	0.5333	0.6220	2.1113
-0.3169	0.5329	0.6200	2.1073
-0.3137	0.5325	0.6180	2.1032
-0.3091	0.5305	0.6140	2.0983
-0.3049	0.5283	0.6100	2.0942
-0.3027	0.5296	0.6100	2.0900
-0.2986	0.5273	0.6060	2.0860
-0.2956	0.5267	0.6040	2.0822
-0.2915	0.5244	0.6000	2.0781
-0.2893	0.5256	0.6000	2.0739
-0.2848	0.5235	0.5960	2.0691
-0.2818	0.5229	0.5940	2.0650
-0.2787	0.5223	0.5920	2.0609
-0.2756	0.5217	0.5900	2.0568
-0.2717	0.5192	0.5860	2.0529
-0.2681	0.5188	0.5840	2.0478
-0.2662	0.5198	0.5840	2.0440
-0.2622	0.5173	0.5800	2.0399
-0.2592	0.5166	0.5780	2.0358
-0.2562	0.5159	0.5760	2.0318
-0.2532	0.5151	0.5740	2.0276
-0.2503	0.5143	0.5720	2.0238
-0.2468	0.5138	0.5700	2.0186
-0.2440	0.5129	0.5680	2.0148
-0.2411	0.5121	0.5660	2.0108
-0.2381	0.5113	0.5640	2.0066
-0.2352	0.5104	0.5620	2.0025
-0.2323	0.5096	0.5600	1.9985
-0.2289	0.5089	0.5580	1.9935
-0.2260	0.5080	0.5560	1.9895
-0.2233	0.5070	0.5540	1.9856
-0.2204	0.5061	0.5520	1.9815
-0.2176	0.5051	0.5500	1.9775
-0.2147	0.5042	0.5480	1.9734
-0.2115	0.5034	0.5460	1.9685
-0.2086	0.5024	0.5440	1.9644
-0.2058	0.5014	0.5420	1.9602
-0.2039	0.5022	0.5420	1.9565
-0.2011	0.5012	0.5400	1.9524
-0.1983	0.5001	0.5380	1.9483
-0.1955	0.4991	0.5360	1.9442
-0.1923	0.4982	0.5340	1.9392
-0.1896	0.4971	0.5320	1.9352
-0.1876	0.4978	0.5320	1.9311
