x	y	r	phi
-0.4930	0.0004	0.4930	3.1408
-0.4940	0.0024	0.4940	3.1367
-0.4940	0.0043	0.4940	3.1329
-0.4950	0.0063	0.4950	3.1288
-0.4959	0.0084	0.4960	3.1247
-0.4959	0.0103	0.4960	3.1209
-0.4968	0.0123	0.4970	3.1169
-0.4968	0.0143	0.4970	3.1127
-0.4967	0.0162	0.4970	3.1089
-0.4977	0.0183	0.4980	3.1048
-0.4986	0.0204	0.4990	3.1008
-0.4985	0.0223	0.4990	3.0969
-0.4994	0.0244	0.5000	3.0928
-0.5003	0.0265	0.5010	3.0888
-0.5002	0.0284	0.5010	3.0849
-0.5011	0.0299	0.5020	3.0820
-0.5010	0.0320	0.5020	3.0778
-0.5018	0.0341	0.5030	3.0737
-0.5027	0.0361	0.5040	3.0699
-0.5036	0.0382	0.5050	3.0659
-0.5044	0.0404	0.5060	3.0617
-0.5052	0.0424	0.5070	3.0579
-0.5051	0.0444	0.5070	3.0539
-0.5059	0.0466	0.5080	3.0497
-0.5057	0.0485	0.5080	3.0459
-0.5065	0.0507	0.5090	3.0418
-0.5073	0.0529	0.5100	3.0378
-0.5080	0.0549	0.5110	3.0339
-0.5068	0.0569	0.5100	3.0298
-0.5086	0.0592	0.5120	3.0258
-0.5083	0.0611	0.5120	3.0219
-0.5101	0.0629	0.5140	3.0189
-0.5099	0.0650	0.5140	3.0148
-0.5096	0.0671	0.5140	3.0107
-0.5113	0.0693	0.5160	3.0069
-0.5110	0.0714	0.5160	3.0029
-0.5127	0.0737	0.5180	2.9987
-0.5124	0.0757	0.5180	2.9949
-0.5141	0.0781	0.5200	2.9909
-0.5138	0.0802	0.5200	2.9868
-0.5154	0.0825	0.5220	2.9829
-0.5151	0.0846	0.5220	2.9788
-0.5168	0.0865	0.5240	2.9758
-0.5165	0.0886	0.5240	2.9717
-0.5181	0.0910	0.5260	2.9677
-0.5177	0.0932	0.5260	2.9636
-0.5193	0.0955	0.5280	2.9597
-0.5189	0.0976	0.5280	2.9557
-0.5185	0.0997	0.5280	2.9516
-0.5200	0.1023	0.5300	2.9474
-0.5216	0.1046	0.5320	2.9436
-0.5212	0.1067	0.5320	2.9396
-0.5227	0.1093	0.5340	2.9355
-0.5222	0.1114	0.5340	2.9313
-0.5239	0.1134	0.5360	2.9284
-0.5234	0.1156	0.5360	2.9242
-0.5249	0.1180	0.5380	2.9205
-0.5264	0.1206	0.5400	2.9164
-0.5259	0.1228	0.5400	2.9123
-0.5273	0.1253	0.5420	2.9082
-0.5268	0.1274	0.5420	2.9044
-0.5282	0.1300	0.5440	2.9003
-0.5296	0.1327	0.5460	2.8962
-0.5291	0.1348	0.5460	2.8921
